,0,1
triumph,4.0,5e-06
came,277.0,0.00034625
saw,144.0,0.00018
australia,166.0,0.0002075
universe,40.0,5e-05
crown,45.0,5.625e-05
asia,67.0,8.375e-05
pacific,59.0,7.375e-05
placed,116.0,0.000145
international,440.0,0.00055
married,236.0,0.000295
advertising,32.0,4e-05
entrepreneur,16.0,2e-05
singleton,4.0,5e-06
several,516.0,0.000645
daughters,42.0,5.25e-05
neville,6.0,7.5e-06
james,265.0,0.00033125
met,135.0,0.00016875
commenced,13.0,1.625e-05
together,205.0,0.00025625
separated,42.0,5.25e-05
sir,91.0,0.00011375
baronet,12.0,1.5e-05
dublin,50.0,6.25e-05
irish,112.0,0.00014
member,389.0,0.00048625
parliament,164.0,0.000205
kingdom,137.0,0.00017125
eldest,35.0,4.375e-05
charles,135.0,0.00016875
originally,190.0,0.0002375
adopted,97.0,0.00012125
inheriting,3.0,3.75e-06
estates,22.0,2.75e-05
nd,94.0,0.0001175
baron,29.0,3.625e-05
mp,43.0,5.375e-05
joined,229.0,0.00028625
british,334.0,0.0004175
army,343.0,0.00042875
rising,34.0,4.25e-05
rank,46.0,5.75e-05
captain,61.0,7.625e-05
regiment,56.0,7e-05
foot,28.0,3.5e-05
left,354.0,0.0004425
succeeded,55.0,6.875e-05
father,253.0,0.00031625
changed,105.0,0.00013125
own,334.0,0.0004175
surname,42.0,5.25e-05
baronetage,4.0,5e-06
keen,6.0,7.5e-06
see,189.0,0.00023625
barony,4.0,5e-06
revived,18.0,2.25e-05
favour,26.0,3.25e-05
peel,21.0,2.625e-05
asking,23.0,2.875e-05
privilege,7.0,8.75e-06
declined,24.0,3e-05
request,31.0,3.875e-05
arranged,39.0,4.875e-05
rotten,12.0,1.5e-05
borough,35.0,4.375e-05
supporting,47.0,5.875e-05
government,602.0,0.0007525
subsequently,133.0,0.00016625
represented,102.0,0.0001275
appointed,180.0,0.000225
custos,1.0,1.25e-06
twice,57.0,7.125e-05
firstly,3.0,3.75e-06
elizabeth,55.0,6.875e-05
frances,22.0,2.75e-05
daughter,168.0,0.00021
rt,6.0,7.5e-06
rev,11.0,1.375e-05
lindsay,3.0,3.75e-06
bishop,118.0,0.0001475
whom,132.0,0.000165
secondly,5.0,6.25e-06
helena,7.0,8.75e-06
sarah,76.0,9.5e-05
frederick,32.0,4e-05
trench,2.0,2.5e-06
queens,25.0,3.125e-05
sons,77.0,9.625e-05
mole,6.0,7.5e-06
vole,4.0,5e-06
rodent,5.0,6.25e-06
cricetidae,1.0,1.25e-06
genus,98.0,0.0001225
georgia,33.0,4.125e-05
turkey,48.0,6e-05
election,235.0,0.00029375
congressional,15.0,1.875e-05
fill,11.0,1.375e-05
vacancy,8.0,1e-05
caused,81.0,0.00010125
dr,113.0,0.00014125
same,437.0,0.00054625
elections,96.0,0.00012
congress,144.0,0.00018
town,435.0,0.00054375
close,138.0,0.0001725
you,226.0,0.0002825
will,568.0,0.00071
find,115.0,0.00014375
such,805.0,0.00100625
province,162.0,0.0002025
christopher,32.0,4e-05
mark,132.0,0.000165
chris,50.0,6.25e-05
burke,7.0,8.75e-06
canon,19.0,2.375e-05
precentor,3.0,3.75e-06
sheffield,13.0,1.625e-05
cathedral,37.0,4.625e-05
barking,3.0,3.75e-06
graduated,75.0,9.375e-05
coventry,2.0,2.5e-06
polytechnic,7.0,8.75e-06
bachelor,23.0,2.875e-05
laws,40.0,5e-05
llb,4.0,5e-06
began,475.0,0.00059375
training,141.0,0.00017625
ministry,84.0,0.000105
college,402.0,0.0005025
gained,76.0,9.5e-05
master,79.0,9.875e-05
arts,143.0,0.00017875
ma,48.0,6e-05
helen,16.0,2e-05
general,476.0,0.000595
practitioner,3.0,3.75e-06
children,250.0,0.0003125
deacon,2.0,2.5e-06
july,462.0,0.0005775
archbishop,37.0,4.625e-05
york,353.0,0.00044125
minster,3.0,3.75e-06
ordained,22.0,2.75e-05
gordon,36.0,4.5e-05
bates,9.0,1.125e-05
marys,19.0,2.375e-05
served,346.0,0.0004325
curacy,1.0,1.25e-06
becoming,91.0,0.00011375
vicar,11.0,1.375e-05
bank,177.0,0.00022125
rector,16.0,2e-05
stepney,1.0,1.25e-06
installed,33.0,4.125e-05
residentiary,2.0,2.5e-06
learning,39.0,4.875e-05
development,300.0,0.000375
remaining,89.0,0.00011125
took,418.0,0.0005225
role,213.0,0.00026625
additionally,32.0,4e-05
become,259.0,0.00032375
serve,71.0,8.875e-05
archdeacon,5.0,6.25e-06
diocese,28.0,3.5e-05
collation,1.0,1.25e-06
scheduled,57.0,7.125e-05
data,146.0,0.0001825
process,124.0,0.000155
transferring,17.0,2.125e-05
offline,8.0,1e-05
online,86.0,0.0001075
marketing,27.0,3.375e-05
needs,43.0,5.375e-05
mainly,86.0,0.0001075
connect,26.0,3.25e-05
customer,20.0,2.5e-05
users,48.0,6e-05
matching,6.0,7.5e-06
identifying,17.0,2.125e-05
information,128.0,0.00016
gathered,24.0,3e-05
datasets,1.0,1.25e-06
retrieve,6.0,7.5e-06
customers,31.0,3.875e-05
audience,69.0,8.625e-05
involves,31.0,3.875e-05
ingesting,1.0,1.25e-06
distributing,7.0,8.75e-06
efforts,72.0,9e-05
names,100.0,0.000125
email,9.0,1.125e-05
addresses,16.0,2e-05
physical,65.0,8.125e-05
phone,15.0,1.875e-05
numbers,65.0,8.125e-05
well,619.0,0.00077375
transaction,8.0,1e-05
personally,18.0,2.25e-05
identifiable,1.0,1.25e-06
protect,43.0,5.375e-05
consumer,15.0,1.875e-05
privacy,6.0,7.5e-06
key,121.0,0.00015125
step,43.0,5.375e-05
devices,29.0,3.625e-05
desktop,11.0,1.375e-05
browser,2.0,2.5e-06
cookie,2.0,2.5e-06
mobile,87.0,0.00010875
device,24.0,3e-05
id,8.0,1e-05
like,353.0,0.00044125
address,28.0,3.5e-05
postal,26.0,3.25e-05
identifier,4.0,5e-06
match,200.0,0.00025
digital,63.0,7.875e-05
ids,3.0,3.75e-06
twitter,9.0,1.125e-05
matched,10.0,1.25e-05
finally,124.0,0.000155
delivered,31.0,3.875e-05
technology,113.0,0.00014125
platform,62.0,7.75e-05
programmatic,3.0,3.75e-06
primarily,88.0,0.00011
reach,69.0,8.625e-05
relevant,15.0,1.875e-05
messages,13.0,1.625e-05
companies,127.0,0.00015875
assess,8.0,1e-05
effectiveness,4.0,5e-06
campaign,144.0,0.00018
purchasing,12.0,1.5e-05
trends,6.0,7.5e-06
overall,114.0,0.0001425
allows,46.0,5.75e-05
marketers,3.0,3.75e-06
optimize,1.0,1.25e-06
impact,91.0,0.00011375
campaigns,23.0,2.875e-05
industry,132.0,0.000165
consists,83.0,0.00010375
oracle,3.0,3.75e-06
cloud,8.0,1e-05
toro,10.0,1.25e-05
circulate,1.0,1.25e-06
twine,1.0,1.25e-06
develop,61.0,7.625e-05
services,213.0,0.00026625
businesses,40.0,5e-05
determine,31.0,3.875e-05
whether,61.0,7.625e-05
ads,8.0,1e-05
platforms,27.0,3.375e-05
effective,58.0,7.25e-05
driving,40.0,5e-05
founder,66.0,8.25e-05
estimated,66.0,8.25e-05
fortune,16.0,2e-05
clients,17.0,2.125e-05
retail,41.0,5.125e-05
travel,63.0,7.875e-05
auto,10.0,1.25e-05
telecommunications,14.0,1.75e-05
financial,104.0,0.00013
publishing,38.0,4.75e-05
industries,22.0,2.75e-05
austin,17.0,2.125e-05
director,219.0,0.00027375
choreographer,9.0,1.125e-05
graduate,41.0,5.125e-05
school,984.0,0.00123
conservatory,22.0,2.75e-05
baroque,14.0,1.75e-05
dance,140.0,0.000175
artistic,29.0,3.625e-05
company,472.0,0.00059
performance,144.0,0.00018
troupe,6.0,7.5e-06
fusing,1.0,1.25e-06
opera,65.0,8.125e-05
circus,11.0,1.375e-05
burlesque,1.0,1.25e-06
design,158.0,0.0001975
immersive,1.0,1.25e-06
productions,33.0,4.125e-05
work,588.0,0.000735
kennedy,44.0,5.5e-05
lincoln,29.0,3.625e-05
centers,33.0,4.125e-05
jay,13.0,1.625e-05
sharp,22.0,2.75e-05
theatre,107.0,0.00013375
alice,32.0,4e-05
clark,13.0,1.625e-05
symphony,32.0,4e-05
space,121.0,0.00015125
flea,4.0,5e-06
theater,46.0,5.75e-05
alvin,2.0,2.5e-06
walter,71.0,8.875e-05
morris,23.0,2.875e-05
internationally,22.0,2.75e-05
roxy,32.0,4e-05
art,294.0,0.0003675
edinburgh,23.0,2.875e-05
scotland,68.0,8.5e-05
usine,2.0,2.5e-06
montreal,28.0,3.5e-05
ted,23.0,2.875e-05
conference,161.0,0.00020125
awards,105.0,0.00013125
cake,19.0,2.375e-05
boss,16.0,2e-05
times,292.0,0.000365
thought,113.0,0.00014125
xiv,13.0,1.625e-05
far,132.0,0.000165
less,156.0,0.000195
interested,38.0,4.75e-05
particularity,1.0,1.25e-06
movement,129.0,0.00016125
rambunctious,1.0,1.25e-06
theatricality,1.0,1.25e-06
deploys,3.0,3.75e-06
sexy,3.0,3.75e-06
colorful,4.0,5e-06
mix,24.0,3e-05
narrative,13.0,1.625e-05
genres,14.0,1.75e-05
muse,13.0,1.625e-05
mockingbird,2.0,2.5e-06
whore,1.0,1.25e-06
bond,67.0,8.375e-05
street,267.0,0.00033375
way,256.0,0.00032
judgment,15.0,1.875e-05
paris,119.0,0.00014875
le,62.0,7.75e-05
serpent,1.0,1.25e-06
rouge,6.0,7.5e-06
riffed,1.0,1.25e-06
mythological,6.0,7.5e-06
stories,72.0,9e-05
leigh,2.0,2.5e-06
bawdy,1.0,1.25e-06
court,228.0,0.000285
dances,12.0,1.5e-05
fit,26.0,3.25e-05
vision,22.0,2.75e-05
reflected,18.0,2.25e-05
modern,212.0,0.000265
audiences,27.0,3.375e-05
imagine,6.0,7.5e-06
desires,2.0,2.5e-06
behind,150.0,0.0001875
dancing,22.0,2.75e-05
thin,16.0,2e-05
veneer,4.0,5e-06
etiquette,3.0,3.75e-06
barely,15.0,1.875e-05
concealing,1.0,1.25e-06
core,47.0,5.875e-05
lust,7.0,8.75e-06
minuets,1.0,1.25e-06
degenerated,2.0,2.5e-06
quickly,106.0,0.0001325
missionary,14.0,1.75e-05
position,202.0,0.0002525
prince,82.0,0.0001025
ravishing,1.0,1.25e-06
aria,4.0,5e-06
couples,27.0,3.375e-05
do,225.0,0.00028125
slow,26.0,3.25e-05
lascivious,2.0,2.5e-06
page,51.0,6.375e-05
viewing,20.0,2.5e-05
manners,4.0,5e-06
even,309.0,0.00038625
beautiful,28.0,3.5e-05
acclaim,9.0,1.125e-05
bob,48.0,6e-05
writes,35.0,4.375e-05
coach,204.0,0.000255
nutcracker,2.0,2.5e-06
conceived,14.0,1.75e-05
choreographed,1.0,1.25e-06
drama,70.0,8.75e-05
desk,27.0,3.375e-05
award,189.0,0.00023625
nominee,7.0,8.75e-06
unique,55.0,6.875e-05
classical,72.0,9e-05
texts,29.0,3.625e-05
fashion,40.0,5e-05
sumptuous,2.0,2.5e-06
pia,2.0,2.5e-06
magazine,123.0,0.00015375
studied,107.0,0.00013375
incorporates,26.0,3.25e-05
influence,89.0,0.00011125
subtle,6.0,7.5e-06
whats,2.0,2.5e-06
immediately,99.0,0.00012375
clear,84.0,0.000105
range,119.0,0.00014875
deftly,1.0,1.25e-06
woven,3.0,3.75e-06
concise,1.0,1.25e-06
spoken,21.0,2.625e-05
word,87.0,0.00010875
poignant,2.0,2.5e-06
arvo,1.0,1.25e-06
gift,26.0,3.25e-05
understanding,34.0,4.25e-05
what,296.0,0.00037
captivates,1.0,1.25e-06
much,264.0,0.00033
show,255.0,0.00031875
cinematic,3.0,3.75e-06
feel,54.0,6.75e-05
piece,43.0,5.375e-05
better,103.0,0.00012875
night,161.0,0.00020125
movies,31.0,3.875e-05
scout,35.0,4.375e-05
spirit,35.0,4.375e-05
attitude,15.0,1.875e-05
scouts,18.0,2.25e-05
supposed,33.0,4.125e-05
adherence,7.0,8.75e-06
ideals,7.0,8.75e-06
scouting,13.0,1.625e-05
scoutings,1.0,1.25e-06
child,150.0,0.0001875
discovered,96.0,0.00012
brought,152.0,0.00019
light,124.0,0.000155
oft,2.0,2.5e-06
told,93.0,0.00011625
story,160.0,0.0002
unknown,46.0,5.75e-05
exemplify,1.0,1.25e-06
d,209.0,0.00026125
boyce,2.0,2.5e-06
newspaper,79.0,9.875e-05
publisher,23.0,2.875e-05
chicago,119.0,0.00014875
illinois,79.0,9.875e-05
boy,60.0,7.5e-05
military,312.0,0.00039
hero,18.0,2.25e-05
learned,30.0,3.75e-05
chief,213.0,0.00026625
himself,194.0,0.0002425
group,536.0,0.00067
leaders,77.0,9.625e-05
founded,224.0,0.00028
forth,12.0,1.5e-05
celebrated,32.0,4e-05
birthday,44.0,5.5e-05
centre,153.0,0.00019125
erected,31.0,3.875e-05
statue,13.0,1.625e-05
buffalo,41.0,5.125e-05
honor,65.0,8.125e-05
faithfulness,1.0,1.25e-06
good,195.0,0.00024375
turn,91.0,0.00011375
mechanics,11.0,1.375e-05
advancement,8.0,1e-05
says,56.0,7e-05
spelled,12.0,1.5e-05
oath,12.0,1.5e-05
motto,11.0,1.375e-05
slogan,5.0,6.25e-06
incorporating,11.0,1.375e-05
lives,108.0,0.000135
religious,116.0,0.000145
neighborhoods,14.0,1.75e-05
example,167.0,0.00020875
scoutmasters,1.0,1.25e-06
boards,24.0,3e-05
review,102.0,0.0001275
must,130.0,0.0001625
careful,6.0,7.5e-06
measure,29.0,3.625e-05
evaluating,3.0,3.75e-06
always,103.0,0.00012875
call,87.0,0.00010875
getting,56.0,7e-05
young,266.0,0.0003325
probing,1.0,1.25e-06
questions,37.0,4.625e-05
we,228.0,0.000285
get,156.0,0.000195
say,53.0,6.625e-05
counting,7.0,8.75e-06
meetings,28.0,3.5e-05
outings,2.0,2.5e-06
attended,133.0,0.00016625
indicated,38.0,4.75e-05
instead,159.0,0.00019875
demonstration,12.0,1.5e-05
discussed,31.0,3.875e-05
scoutmaster,1.0,1.25e-06
advances,15.0,1.875e-05
monkeys,9.0,1.125e-05
recognised,20.0,2.5e-05
formerly,53.0,6.625e-05
includes,182.0,0.0002275
titis,4.0,5e-06
saki,2.0,2.5e-06
amazon,14.0,1.75e-05
brazil,47.0,5.875e-05
colombia,13.0,1.625e-05
bolivia,6.0,7.5e-06
ranging,20.0,2.5e-05
cm,57.0,7.125e-05
length,66.0,8.25e-05
smaller,82.0,0.0001025
medium,30.0,3.75e-05
long,282.0,0.0003525
fur,5.0,6.25e-06
wide,100.0,0.000125
colors,47.0,5.875e-05
often,239.0,0.00029875
contrasting,7.0,8.75e-06
patches,7.0,8.75e-06
face,86.0,0.0001075
diurnal,2.0,2.5e-06
arboreal,1.0,1.25e-06
swamp,5.0,6.25e-06
slopes,4.0,5e-06
predominantly,21.0,2.625e-05
herbivorous,2.0,2.5e-06
eating,9.0,1.125e-05
mostly,103.0,0.00012875
fruit,16.0,2e-05
seeds,29.0,3.625e-05
although,366.0,0.0004575
eat,17.0,2.125e-05
number,561.0,0.00070125
insects,13.0,1.625e-05
sakis,3.0,3.75e-06
diastema,1.0,1.25e-06
canine,2.0,2.5e-06
premolar,1.0,1.25e-06
teeth,10.0,1.25e-05
canines,1.0,1.25e-06
dental,14.0,1.75e-05
formula,70.0,8.75e-05
females,79.0,9.875e-05
give,122.0,0.0001525
birth,53.0,6.625e-05
gestation,1.0,1.25e-06
four,441.0,0.00055125
six,238.0,0.0002975
months,161.0,0.00020125
depending,33.0,4.125e-05
bearded,5.0,6.25e-06
polygamous,1.0,1.25e-06
living,171.0,0.00021375
groups,173.0,0.00021625
each,437.0,0.00054625
males,79.0,9.875e-05
establish,45.0,5.625e-05
dominance,5.0,6.25e-06
hierarchy,3.0,3.75e-06
amongst,49.0,6.125e-05
themselves,92.0,0.000115
pithecia,1.0,1.25e-06
contrast,28.0,3.5e-05
monogamous,1.0,1.25e-06
extant,13.0,1.625e-05
monkey,8.0,1e-05
grouped,4.0,5e-06
subfamilies,1.0,1.25e-06
genera,14.0,1.75e-05
seven,173.0,0.00021625
extinct,14.0,1.75e-05
fossil,16.0,2e-05
subfamily,4.0,5e-06
pitheciinae,1.0,1.25e-06
extending,18.0,2.25e-05
miocene,1.0,1.25e-06
newly,61.0,7.625e-05
described,223.0,0.00027875
taxa,4.0,5e-06
sidney,10.0,1.25e-05
marshall,23.0,2.875e-05
mayor,52.0,6.5e-05
columbus,36.0,4.5e-05
elected,214.0,0.0002675
term,169.0,0.00021125
undergrad,1.0,1.25e-06
degree,125.0,0.00015625
daniel,46.0,5.75e-05
sketch,8.0,1e-05
aaron,12.0,1.5e-05
april,457.0,0.00057125
lark,12.0,1.5e-05
alaudidae,1.0,1.25e-06
endemic,33.0,4.125e-05
ethiopia,16.0,2e-05
subspecies,11.0,1.375e-05
separate,110.0,0.0001375
authorities,74.0,9.25e-05
yet,91.0,0.00011375
followed,197.0,0.00024625
taxonomic,5.0,6.25e-06
change,163.0,0.00020375
alternate,28.0,3.5e-05
archers,6.0,7.5e-06
slender,2.0,2.5e-06
abundant,11.0,1.375e-05
streaking,2.0,2.5e-06
similar,186.0,0.0002325
pipit,1.0,1.25e-06
markings,7.0,8.75e-06
breast,14.0,1.75e-05
faint,5.0,6.25e-06
buff,3.0,3.75e-06
underbelly,1.0,1.25e-06
voice,74.0,9.25e-05
trill,1.0,1.25e-06
shorter,21.0,2.625e-05
rough,40.0,5e-05
gleaned,3.0,3.75e-06
infrequently,1.0,1.25e-06
facts,15.0,1.875e-05
goes,62.0,7.75e-05
believed,93.0,0.00011625
possibly,48.0,6e-05
reliably,2.0,2.5e-06
habitat,38.0,4.75e-05
subtropical,10.0,1.25e-05
dry,41.0,5.125e-05
shrubland,2.0,2.5e-06
among,284.0,0.000355
low,107.0,0.00013375
acacia,6.0,7.5e-06
bushes,6.0,7.5e-06
bare,8.0,1e-05
soil,20.0,2.5e-05
scattered,18.0,2.25e-05
commiphora,1.0,1.25e-06
larks,1.0,1.25e-06
using,248.0,0.00031
perches,1.0,1.25e-06
eats,3.0,3.75e-06
caterpillars,2.0,2.5e-06
loss,123.0,0.00015375
jeff,24.0,3e-05
martin,82.0,0.0001025
designer,29.0,3.625e-05
best,375.0,0.00046875
true,125.0,0.00015625
adventures,9.0,1.125e-05
president,320.0,0.0004
forge,33.0,4.125e-05
numerous,111.0,0.00013875
credits,22.0,2.75e-05
limited,119.0,0.00014875
having,286.0,0.0003575
front,180.0,0.000225
polyhedron,2.0,2.5e-06
finalist,10.0,1.25e-05
diana,10.0,1.25e-05
jones,92.0,0.000115
excellence,15.0,1.875e-05
gaming,12.0,1.5e-05
authored,16.0,2e-05
dozens,10.0,1.25e-05
modules,6.0,7.5e-06
add,27.0,3.375e-05
dungeon,16.0,2e-05
marvel,31.0,3.875e-05
superheroes,3.0,3.75e-06
specializes,10.0,1.25e-05
painted,37.0,4.625e-05
miniature,5.0,6.25e-06
terrain,17.0,2.125e-05
sets,48.0,6e-05
guided,12.0,1.5e-05
successful,117.0,0.00014625
projects,75.0,9.375e-05
mt,7.0,8.75e-06
carmel,2.0,2.5e-06
southern,184.0,0.00023
wife,202.0,0.0002525
hobby,6.0,7.5e-06
presenting,15.0,1.875e-05
gen,24.0,3e-05
con,17.0,2.125e-05
indy,4.0,5e-06
enjoys,5.0,6.25e-06
whenever,7.0,8.75e-06
possible,114.0,0.0001425
grew,72.0,9e-05
fond,10.0,1.25e-05
affinity,6.0,7.5e-06
games,336.0,0.00042
attending,23.0,2.875e-05
convention,47.0,5.875e-05
just,252.0,0.000315
ever,113.0,0.00014125
dd,10.0,1.25e-05
masters,49.0,6.125e-05
tournament,207.0,0.00025875
team,674.0,0.0008425
designers,4.0,5e-06
involved,133.0,0.00016625
play,260.0,0.000325
advanced,83.0,0.00010375
dungeons,5.0,6.25e-06
dragons,8.0,1e-05
edition,103.0,0.00012875
asked,61.0,7.625e-05
childhood,44.0,5.5e-05
heroes,13.0,1.625e-05
my,172.0,0.000215
col,32.0,4e-05
hogan,1.0,1.25e-06
kirk,8.0,1e-05
loved,12.0,1.5e-05
fact,126.0,0.0001575
think,40.0,5e-05
situation,61.0,7.625e-05
kind,60.0,7.5e-05
greatly,21.0,2.625e-05
promotes,6.0,7.5e-06
creative,26.0,3.25e-05
problem,40.0,5e-05
solving,3.0,3.75e-06
playing,193.0,0.00024125
happened,33.0,4.125e-05
upon,188.0,0.000235
neighbors,9.0,1.125e-05
pretty,18.0,2.25e-05
regularly,38.0,4.75e-05
enjoying,10.0,1.25e-05
classic,51.0,6.375e-05
third,359.0,0.00044875
reich,10.0,1.25e-05
dawn,26.0,3.25e-05
patrol,21.0,2.625e-05
dabbled,1.0,1.25e-06
trend,15.0,1.875e-05
hit,110.0,0.0001375
market,129.0,0.00016125
collectible,1.0,1.25e-06
card,21.0,2.625e-05
too,146.0,0.0001825
fart,1.0,1.25e-06
laugh,6.0,7.5e-06
course,106.0,0.0001325
incarnations,5.0,6.25e-06
car,144.0,0.00018
wars,51.0,6.375e-05
thief,6.0,7.5e-06
series,504.0,0.00063
designed,143.0,0.00017875
slider,1.0,1.25e-06
dice,2.0,2.5e-06
regent,16.0,2e-05
published,381.0,0.00047625
closely,49.0,6.125e-05
ultra,4.0,5e-06
high,597.0,0.00074625
quality,72.0,9e-05
tabletop,1.0,1.25e-06
specialize,2.0,2.5e-06
fantasy,19.0,2.375e-05
settings,11.0,1.375e-05
branched,7.0,8.75e-06
recently,69.0,8.625e-05
releasing,14.0,1.75e-05
science,112.0,0.00014
fiction,38.0,4.75e-05
working,215.0,0.00026875
booth,8.0,1e-05
volunteer,10.0,1.25e-05
noticed,13.0,1.625e-05
creator,23.0,2.875e-05
stefan,10.0,1.25e-05
scrambling,2.0,2.5e-06
ended,129.0,0.00016125
giving,69.0,8.625e-05
big,135.0,0.00016875
response,73.0,9.125e-05
few,221.0,0.00027625
managed,98.0,0.0001225
booths,3.0,3.75e-06
origins,24.0,3e-05
eventually,172.0,0.000215
manage,15.0,1.875e-05
stepped,15.0,1.875e-05
back,425.0,0.00053125
business,225.0,0.00028125
model,160.0,0.0002
store,68.0,8.5e-05
approach,69.0,8.625e-05
direct,89.0,0.00011125
distribution,69.0,8.625e-05
via,118.0,0.0001475
conventions,17.0,2.125e-05
inside,85.0,0.00010625
tenure,26.0,3.25e-05
proud,10.0,1.25e-05
den,19.0,2.375e-05
evil,16.0,2e-05
realm,10.0,1.25e-05
ancient,113.0,0.00014125
product,98.0,0.0001225
lines,115.0,0.00014375
creation,64.0,8e-05
brainchild,1.0,1.25e-06
talented,15.0,1.875e-05
dm,7.0,8.75e-06
wanted,82.0,0.0001025
something,64.0,8e-05
really,40.0,5e-05
cool,16.0,2e-05
players,196.0,0.000245
dreamed,2.0,2.5e-06
modular,6.0,7.5e-06
tile,1.0,1.25e-06
system,343.0,0.00042875
chose,23.0,2.875e-05
sculptures,16.0,2e-05
huge,33.0,4.125e-05
risk,79.0,9.875e-05
placing,24.0,3e-05
order,323.0,0.00040375
creations,8.0,1e-05
responses,14.0,1.75e-05
incredible,11.0,1.375e-05
demand,43.0,5.375e-05
continues,61.0,7.625e-05
grow,29.0,3.625e-05
sculpted,3.0,3.75e-06
cast,69.0,8.625e-05
paints,4.0,5e-06
sends,11.0,1.375e-05
off,257.0,0.00032125
casting,7.0,8.75e-06
mass,52.0,6.5e-05
produces,28.0,3.5e-05
incredibly,6.0,7.5e-06
loyal,27.0,3.375e-05
patient,20.0,2.5e-05
dont,42.0,5.25e-05
follow,42.0,5.25e-05
production,213.0,0.00026625
schedule,30.0,3.75e-05
sometimes,123.0,0.00015375
go,159.0,0.00019875
whole,85.0,0.00010625
our,126.0,0.0001575
collectors,13.0,1.625e-05
patiently,2.0,2.5e-06
wait,12.0,1.5e-05
appreciate,6.0,7.5e-06
level,177.0,0.00022125
commitment,12.0,1.5e-05
feedback,6.0,7.5e-06
ideas,46.0,5.75e-05
reads,30.0,3.75e-05
forums,7.0,8.75e-06
puzzle,5.0,6.25e-06
occurs,30.0,3.75e-05
annually,36.0,4.5e-05
indianapolis,12.0,1.5e-05
does,139.0,0.00017375
adventure,12.0,1.5e-05
builds,11.0,1.375e-05
props,3.0,3.75e-06
grown,24.0,3e-05
wildly,4.0,5e-06
selling,43.0,5.375e-05
tickets,12.0,1.5e-05
addition,189.0,0.00023625
styled,8.0,1e-05
worked,220.0,0.000275
deck,11.0,1.375e-05
entertainment,58.0,7.25e-05
scale,49.0,6.125e-05
superhero,4.0,5e-06
owner,54.0,6.75e-05
simply,53.0,6.625e-05
coolest,1.0,1.25e-06
registration,8.0,1e-05
listing,16.0,2e-05
crashes,6.0,7.5e-06
line,356.0,0.000445
merchandise,3.0,3.75e-06
traded,15.0,1.875e-05
secondary,55.0,6.875e-05
collectibles,4.0,5e-06
centerpiece,5.0,6.25e-06
component,31.0,3.875e-05
treasure,8.0,1e-05
tokens,2.0,2.5e-06
printed,22.0,2.75e-05
yearly,11.0,1.375e-05
editions,20.0,2.5e-05
token,5.0,6.25e-06
went,242.0,0.0003025
auction,13.0,1.625e-05
full,126.0,0.0001575
teaser,3.0,3.75e-06
trailers,7.0,8.75e-06
nominees,5.0,6.25e-06
publicly,24.0,3e-05
acknowledge,9.0,1.125e-05
praise,15.0,1.875e-05
publications,35.0,4.375e-05
dragon,14.0,1.75e-05
knights,39.0,4.875e-05
dinner,9.0,1.125e-05
table,64.0,8e-05
classifies,2.0,2.5e-06
populated,10.0,1.25e-05
variant,7.0,8.75e-06
operation,101.0,0.00012625
j,120.0,0.00015
postmaster,4.0,5e-06
gave,175.0,0.00021875
